cell_id,region,hour,active_users,traffic_mbps,capacity_mbps,utilization_pct,throughput_mbps,latency_ms,drop_rate_pct,packet_loss_pct,rsrp_dbm,sinr_db,coverage_status,qos_class,distance_km
SID-04,Sidama,18,42,48.7,75,64.9,54.8,36.5,1.18,0.4,-111.6,10.7,Gap,Poor,7.97
SID-04,Sidama,19,38,62.2,75,82.9,46.0,51.8,2.22,0.79,-115.4,9.6,Gap,Poor,7.97
SID-04,Sidama,20,35,45.6,75,60.8,57.7,27.2,1.56,0.46,-112.9,14.9,Gap,Poor,7.97
SID-04,Sidama,21,37,54.1,75,72.1,50.0,42.1,1.72,0.57,-117.2,13.5,Gap,Poor,7.97
SID-04,Sidama,22,42,55.6,75,74.1,57.5,46.6,1.53,0.49,-111.5,11.7,Gap,Poor,7.97
SID-04,Sidama,23,28,39.2,75,52.3,53.2,30.3,1.69,0.36,-114.3,13.5,Gap,Poor,7.97
SID-05,Sidama,0,13,16.0,40,40.0,38.3,8.3,0.0,0.05,-71.6,21.8,Good,Excellent,2.01
SID-05,Sidama,1,18,29.3,40,73.2,37.0,23.3,0.0,0.0,-74.7,18.1,Good,Excellent,2.01
SID-05,Sidama,2,17,26.7,40,66.8,38.6,22.5,0.0,0.08,-69.2,16.6,Good,Excellent,2.01
SID-05,Sidama,3,21,26.5,40,66.2,37.7,18.1,0.0,0.0,-69.4,17.4,Good,Excellent,2.01
SID-05,Sidama,4,14,22.4,40,56.0,37.1,20.3,0.0,0.0,-70.3,17.4,Good,Excellent,2.01
SID-05,Sidama,5,24,27.9,40,69.8,38.2,28.3,0.12,0.0,-71.8,22.2,Good,Excellent,2.01
SID-05,Sidama,6,19,27.4,40,68.5,36.4,19.0,0.15,0.01,-75.0,19.9,Good,Excellent,2.01
SID-05,Sidama,7,18,20.8,40,52.0,35.9,19.2,0.0,0.0,-71.5,18.7,Good,Excellent,2.01
SID-05,Sidama,8,30,44.3,40,110.8,28.5,65.3,2.13,0.9,-73.5,16.8,Good,Poor,2.01
SID-05,Sidama,9,22,35.1,40,87.8,33.2,41.4,0.57,0.15,-74.2,19.7,Good,Good,2.01
SID-05,Sidama,10,26,31.3,40,78.2,36.6,34.1,0.22,0.1,-73.3,18.9,Good,Good,2.01
SID-05,Sidama,11,23,37.6,40,94.0,31.5,45.5,1.05,0.39,-72.0,17.9,Good,Fair,2.01
SID-05,Sidama,12,23,34.7,40,86.8,31.4,39.4,0.63,0.23,-74.0,16.1,Good,Good,2.01
SID-05,Sidama,13,22,35.3,40,88.2,30.5,39.6,0.9,0.42,-69.8,16.7,Good,Good,2.01
SID-05,Sidama,14,18,27.2,40,68.0,39.0,24.7,0.0,0.0,-71.5,19.4,Good,Excellent,2.01
SID-05,Sidama,15,31,49.9,40,124.8,20.6,70.9,2.97,1.04,-70.2,14.4,Good,Poor,2.01
SID-05,Sidama,16,32,38.6,40,96.5,30.7,51.1,1.14,0.33,-71.8,16.4,Good,Fair,2.01
SID-05,Sidama,17,49,70.9,40,177.3,4.4,121.6,6.2,2.08,-68.2,10.0,Good,Poor,2.01
SID-05,Sidama,18,47,72.5,40,181.2,9.3,124.7,6.33,2.25,-74.1,9.4,Good,Poor,2.01
SID-05,Sidama,19,48,53.8,40,134.5,18.7,86.4,3.57,1.23,-67.9,13.7,Good,Poor,2.01
SID-05,Sidama,20,39,49.4,40,123.5,23.9,70.7,2.97,0.96,-73.2,13.9,Good,Poor,2.01
SID-05,Sidama,21,26,31.4,40,78.5,39.0,30.7,0.42,0.13,-71.5,15.9,Good,Good,2.01
SID-05,Sidama,22,31,50.4,40,126.0,23.5,80.2,3.13,1.02,-70.3,17.7,Good,Poor,2.01
SID-05,Sidama,23,22,37.3,40,93.2,34.1,45.2,1.1,0.46,-73.9,13.0,Good,Fair,2.01
SID-06,Sidama,0,13,15.0,50,30.0,41.5,32.3,1.05,0.25,-109.8,11.9,Poor,Fair,7.2
SID-06,Sidama,1,12,16.8,50,33.6,33.7,28.5,1.84,0.65,-115.3,12.9,Gap,Poor,7.2
SID-06,Sidama,2,17,19.0,50,38.0,38.5,29.9,1.59,0.53,-113.2,13.2,Gap,Poor,7.2
SID-06,Sidama,3,17,23.1,50,46.2,37.9,26.4,1.13,0.37,-110.3,14.2,Gap,Poor,7.2
SID-06,Sidama,4,12,19.4,50,38.8,37.3,26.1,1.64,0.64,-113.5,10.8,Gap,Poor,7.2
SID-06,Sidama,5,16,21.6,50,43.2,38.3,25.4,1.47,0.48,-113.9,14.6,Gap,Poor,7.2
SID-06,Sidama,6,24,33.0,50,66.0,41.2,32.2,0.89,0.47,-109.6,14.4,Poor,Fair,7.2
SID-06,Sidama,7,13,20.7,50,41.4,36.6,28.5,1.42,0.55,-110.6,13.4,Gap,Poor,7.2
SID-06,Sidama,8,20,27.1,50,54.2,34.9,31.9,1.87,0.57,-116.3,10.7,Gap,Poor,7.2
SID-06,Sidama,9,22,35.3,50,70.6,41.3,41.6,1.79,0.53,-112.9,13.7,Gap,Poor,7.2
SID-06,Sidama,10,13,17.9,50,35.8,37.6,24.8,1.18,0.28,-111.0,13.0,Gap,Poor,7.2
SID-06,Sidama,11,17,26.9,50,53.8,37.7,33.7,1.44,0.5,-114.1,7.6,Gap,Poor,7.2
SID-06,Sidama,12,26,32.0,50,64.0,38.9,31.5,1.33,0.27,-111.3,11.7,Gap,Poor,7.2
SID-06,Sidama,13,27,38.4,50,76.8,39.4,41.0,1.35,0.52,-111.4,10.4,Gap,Poor,7.2
SID-06,Sidama,14,29,34.8,50,69.6,34.6,41.2,1.35,0.44,-111.9,13.5,Gap,Poor,7.2
SID-06,Sidama,15,28,36.8,50,73.6,34.8,47.5,2.1,0.65,-118.0,10.1,Gap,Poor,7.2
SID-06,Sidama,16,27,41.5,50,83.0,31.4,51.9,2.11,0.82,-113.5,11.6,Gap,Poor,7.2
SID-06,Sidama,17,41,48.8,50,97.6,31.5,63.4,3.12,1.06,-114.8,9.0,Gap,Poor,7.2
SID-06,Sidama,18,45,74.0,50,148.0,8.7,112.4,6.41,2.33,-115.8,5.4,Gap,Poor,7.2
SID-06,Sidama,19,38,57.5,50,115.0,22.5,82.5,4.27,1.48,-113.8,6.3,Gap,Poor,7.2
SID-06,Sidama,20,49,60.6,50,121.2,17.5,85.5,4.56,1.48,-115.2,5.9,Gap,Poor,7.2
SID-06,Sidama,21,48,73.5,50,147.0,9.8,112.2,6.25,2.13,-114.5,6.1,Gap,Poor,7.2
SID-06,Sidama,22,29,32.6,50,65.2,34.6,37.3,1.79,0.68,-113.5,13.9,Gap,Poor,7.2
SID-06,Sidama,23,27,37.1,50,74.2,36.6,44.7,1.36,0.44,-113.1,13.3,Gap,Poor,7.2
